"MatchNo","Team","Bowling","Overs","Maidens","Runs","Wickets","Econ","Dots","fours","Sixes","Wides","NoBalls"
"52","Rajasthan Royals","Mohammed Siraj","4","0","55","1","13.75","8","5","4","2","0"
"52","Rajasthan Royals","K Rabada","3","0","33","2","11","9","2","3","0","0"
"52","Rajasthan Royals","R Sai Kishore","1","0","8","0","8","1","1","0","0","0"
"52","Rajasthan Royals","Rashid Khan","4","0","33","4","8.25","12","3","2","0","0"
"52","Rajasthan Royals","Washington Sundar","2","0","10","0","5","6","1","0","0","0"
"52","Rajasthan Royals","JO Holder","2.3","0","12","3","4.8","8","1","0","0","0"
"53","Lucknow Super Giants","AJ Hosein","4","0","49","0","12.25","4","6","2","0","0"
"53","Lucknow Super Giants","Mukesh Choudhary","4","0","45","0","11.25","9","4","3","2","0"
"53","Lucknow Super Giants","A Kamboj","4","0","47","2","11.75","8","2","4","1","1"
"53","Lucknow Super Giants","Noor Ahmad","4","0","24","1","6","10","2","0","0","0"
"53","Lucknow Super Giants","J Overton","4","0","36","3","9","11","3","2","2","0"
"53","Chennai Super Kings","Mohammed Shami","4","0","37","0","9.25","6","4","1","0","0"
"53","Chennai Super Kings","Prince Yadav","4","0","36","0","9","10","1","3","1","0"
"53","Chennai Super Kings","DS Rathi","4","0","45","2","11.25","7","2","4","1","0"
"53","Chennai Super Kings","Avesh Khan","4","0","44","1","11","9","0","5","4","0"
"53","Chennai Super Kings","Shahbaz Ahmed","3","0","30","2","10","3","3","1","0","0"
"53","Chennai Super Kings","AK Markram","0.2","0","14","0","42","0","0","2","2","0"
"54","Mumbai Indians","B Kumar","4","0","23","4","5.75","12","3","0","1","0"
"54","Mumbai Indians","JR Hazlewood","4","0","33","1","8.25","12","2","2","1","0"
"54","Mumbai Indians","Rasikh Salam","4","0","42","1","10.5","6","6","0","0","0"
"54","Mumbai Indians","R Shepherd","3","0","18","1","6","8","1","1","0","0"
"54","Mumbai Indians","KH Pandya","3","0","26","0","8.66","1","0","1","1","0"
"54","Mumbai Indians","Suyash Sharma","2","0","21","0","10.5","1","0","2","0","0"
"54","Royal Challengers Bengaluru","DL Chahar","4","0","33","2","8.25","10","4","1","2","0"
"54","Royal Challengers Bengaluru","JJ Bumrah","4","0","20","0","5","10","1","0","2","0"
"54","Royal Challengers Bengaluru","C Bosch","4","1","26","4","6.5","14","0","3","0","0"
"54","Royal Challengers Bengaluru","WG Jacks","2","0","13","0","6.5","3","1","0","1","0"
"54","Royal Challengers Bengaluru","AM Ghazanfar","3","0","33","1","11","4","1","3","0","0"
"54","Royal Challengers Bengaluru","RA Bawa","3","0","39","1","13","4","2","2","5","1"
"55","Punjab Kings","MA Starc","4","0","57","2","14.25","9","3","5","3","0"
"55","Punjab Kings","Auqib Nabi","4","0","32","0","8","10","3","1","0","2"
"55","Punjab Kings","L Ngidi","4","0","46","0","11.5","7","3","4","0","0"
"55","Punjab Kings","Mukesh Kumar","4","0","31","1","7.75","7","2","1","2","0"
"55","Punjab Kings","M Tiwari","4","0","40","2","10","9","4","2","2","0"
"55","Delhi Capitals","Arshdeep Singh","4","0","21","2","5.25","14","2","0","2","0"
"55","Delhi Capitals","Yash Thakur","4","0","55","2","13.75","8","5","3","1","1"
"55","Delhi Capitals","M Jansen","4","0","45","0","11.25","8","6","2","1","0"
"55","Delhi Capitals","BJ Dwarshuis","4","0","51","1","12.75","6","4","3","2","0"
"55","Delhi Capitals","MP Stoinis","3","0","44","1","14.66","3","4","3","2","0"
"56","Gujarat Titans","PJ Cummins","4","0","20","1","5","13","2","0","0","0"
"56","Gujarat Titans","K Nitish Kumar Reddy","3","0","27","0","9","9","4","1","0","0"
"56","Gujarat Titans","PP Hinge","3","0","17","2","5.66","10","3","0","0","0"
"56","Gujarat Titans","E Malinga","4","0","46","0","11.5","4","4","2","1","0"
"56","Gujarat Titans","Sakib Hussain","4","0","37","2","9.25","7","3","1","3","0"
"56","Gujarat Titans","Shivang Kumar","2","0","19","0","9.5","2","2","0","2","0"
"56","Sunrisers Hyderabad","Mohammed Siraj","3","1","11","1","3.66","13","2","0","0","0"
"56","Sunrisers Hyderabad","K Rabada","4","0","28","3","7","13","2","2","0","0"
"56","Sunrisers Hyderabad","JO Holder","4","0","20","3","5","15","3","0","1","0"
"56","Sunrisers Hyderabad","M Prasidh Krishna","3","0","23","2","7.66","10","1","2","0","0"
"56","Sunrisers Hyderabad","Rashid Khan","0.5","0","3","1","3.6","3","0","0","0","0"
"57","Kolkata Knight Riders","B Kumar","4","0","34","1","8.5","9","3","1","0","0"
"57","Kolkata Knight Riders","JA Duffy","4","0","48","0","12","9","6","3","0","0"
"57","Kolkata Knight Riders","JR Hazlewood","4","0","35","1","8.75","8","4","1","0","0"
"57","Kolkata Knight Riders","Rasikh Salam","4","0","35","1","8.75","6","5","0","1","0"
"57","Kolkata Knight Riders","KH Pandya","4","0","39","0","9.75","5","1","3","1","0"
"57","Royal Challengers Bengaluru","SR Dubey","2.1","0","21","0","9.69","6","3","1","0","0"
"57","Royal Challengers Bengaluru","VG Arora","4","0","48","0","12","4","8","0","2","0"
"57","Royal Challengers Bengaluru","Kartik Tyagi","4","0","32","3","8","11","2","2","1","0"
"57","Royal Challengers Bengaluru","SP Narine","4","0","31","1","7.75","8","3","1","0","0"
"57","Royal Challengers Bengaluru","C Green","2","0","22","0","11","0","2","0","1","0"
"57","Royal Challengers Bengaluru","AS Roy","3","0","36","0","12","3","3","1","5","0"
"58","Punjab Kings","DL Chahar","4","0","36","2","9","11","4","2","0","0"
"58","Punjab Kings","JJ Bumrah","4","0","35","0","8.75","9","5","0","2","0"
"58","Punjab Kings","SN Thakur","4","0","39","4","9.75","12","5","2","2","0"
"58","Punjab Kings","C Bosch","4","0","42","1","10.5","8","2","4","0","0"
"58","Punjab Kings","RS Sharma","2","0","22","0","11","5","0","3","0","0"
"58","Punjab Kings","WG Jacks","1","0","9","0","9","4","2","0","1","0"
"58","Punjab Kings","RA Bawa","1","0","11","1","11","3","0","1","2","0"
"58","Mumbai Indians","Arshdeep Singh","4","0","29","0","7.25","10","3","1","1","0"
"58","Mumbai Indians","Azmatullah Omarzai","4","0","36","2","9","8","1","3","1","0"
"58","Mumbai Indians","M Jansen","4","0","55","1","13.75","4","5","4","0","0"
"58","Mumbai Indians","XC Bartlett","3.5","0","53","0","13.82","9","3","6","0","0"
"58","Mumbai Indians","YS Chahal","4","0","32","1","8","7","1","2","1","0"
"59","Chennai Super Kings","Mohammed Shami","4","0","41","1","10.25","8","6","1","1","0"
"59","Chennai Super Kings","Akash Singh","4","0","26","3","6.5","11","2","1","1","0"
"59","Chennai Super Kings","Prince Yadav","4","0","49","0","12.25","6","2","4","2","0"
"59","Chennai Super Kings","MP Yadav","4","0","26","0","6.5","12","3","0","3","0"
"59","Chennai Super Kings","Shahbaz Ahmed","4","0","45","1","11.25","5","3","3","0","0"
"59","Lucknow Super Giants","Mukesh Choudhary","3","0","24","1","8","8","4","0","1","0"
"59","Lucknow Super Giants","SH Johnson","4","0","39","1","9.75","12","3","3","2","0"
"59","Lucknow Super Giants","A Kamboj","2.4","0","63","0","23.62","4","3","8","0","0"
"59","Lucknow Super Giants","Noor Ahmad","4","0","21","0","5.25","8","0","1","0","0"
"59","Lucknow Super Giants","Gurjapneet Singh","3","0","34","0","11.33","4","5","1","0","0"
"60","Kolkata Knight Riders","Mohammed Siraj","4","0","50","1","12.5","8","4","3","3","0"
"60","Kolkata Knight Riders","K Rabada","4","0","40","0","10","10","0","5","1","0"
"60","Kolkata Knight Riders","JO Holder","4","0","39","0","9.75","5","1","3","0","1"
"60","Kolkata Knight Riders","Rashid Khan","4","0","57","0","14.25","4","5","4","0","0"
"60","Kolkata Knight Riders","R Sai Kishore","3","0","38","1","12.66","5","1","4","0","0"
"60","Kolkata Knight Riders","Arshad Khan","1","0","22","0","22","2","1","3","0","0"
"60","Gujarat Titans","SR Dubey","2.4","0","23","1","8.62","8","2","0","4","0"
"60","Gujarat Titans","C Green","3","0","25","1","8.33","7","1","2","0","0"
"60","Gujarat Titans","Kartik Tyagi","4","0","59","0","14.75","6","6","4","0","0"
"60","Gujarat Titans","M Pathirana","1.2","0","9","0","6.75","4","1","0","2","0"
"60","Gujarat Titans","SP Narine","4","0","29","2","7.25","11","1","2","0","0"
"60","Gujarat Titans","CV Varun","4","0","47","0","11.75","3","4","2","1","0"
"60","Gujarat Titans","AS Roy","1","0","17","0","17","2","1","2","0","0"
"61","Royal Challengers Bengaluru","Arshdeep Singh","4","0","43","1","10.75","4","4","2","1","0"
"61","Royal Challengers Bengaluru","Azmatullah Omarzai","4","0","38","0","9.5","8","5","1","1","0"
"61","Royal Challengers Bengaluru","Harpreet Brar","4","0","35","2","8.75","8","4","1","1","0"
"61","Royal Challengers Bengaluru","LH Ferguson","3","0","43","0","14.33","4","4","3","2","0"
"61","Royal Challengers Bengaluru","YS Chahal","3","0","42","1","14","4","2","4","0","1"
"61","Royal Challengers Bengaluru","Shashank Singh","2","0","20","0","10","2","1","1","0","0"
"61","Punjab Kings","B Kumar","4","0","38","2","9.5","10","4","2","1","0"
"61","Punjab Kings","JR Hazlewood","4","0","36","1","9","10","3","2","2","0"
"61","Punjab Kings","Rasikh Salam","4","0","36","3","9","12","5","1","3","0"
"61","Punjab Kings","Suyash Sharma","4","0","50","1","12.5","3","0","5","1","0"
"61","Punjab Kings","R Shepherd","1","0","8","1","8","2","1","0","0","0"
"61","Punjab Kings","KH Pandya","3","0","27","0","9","1","3","0","1","0"
"62","Rajasthan Royals","MA Starc","4","0","40","4","10","9","6","1","1","0"
"62","Rajasthan Royals","L Ngidi","4","0","24","2","6","15","1","2","0","0"
"62","Rajasthan Royals","T Vijay","2","0","29","0","14.5","2","3","2","0","0"
"62","Rajasthan Royals","Mukesh Kumar","2","0","40","0","20","2","3","4","1","0"
"62","Rajasthan Royals","M Tiwari","4","0","27","2","6.75","8","2","0","4","0"
"62","Rajasthan Royals","AR Patel","4","0","31","0","7.75","9","2","2","0","0"
"62","Delhi Capitals","JC Archer","4","0","35","2","8.75","10","3","1","3","0"
"62","Delhi Capitals","AF Milne","3.2","0","41","0","12.3","3","2","2","1","0"
"62","Delhi Capitals","Brijesh Sharma","4","0","44","2","11","4","5","1","2","0"
"62","Delhi Capitals","MD Shanaka","3","0","29","1","9.66","4","1","2","0","0"
"62","Delhi Capitals","Yash Raj Punja","4","0","29","0","7.25","5","1","1","1","0"
"62","Delhi Capitals","D Ferreira","1","0","16","0","16","0","0","2","0","0"
"63","Chennai Super Kings","K Nitish Kumar Reddy","2","0","35","0","17.5","1","4","2","1","1"
"63","Chennai Super Kings","PP Hinge","3","0","37","1","12.33","8","6","1","3","0"
"63","Chennai Super Kings","PJ Cummins","4","0","28","3","7","15","1","3","1","0"
"63","Chennai Super Kings","E Malinga","4","0","26","1","6.5","8","0","2","0","0"
"63","Chennai Super Kings","Sakib Hussain","4","0","34","2","8.5","12","4","1","3","0"
"63","Chennai Super Kings","Shivang Kumar","3","0","20","0","6.66","3","0","1","0","0"
"63","Sunrisers Hyderabad","Mukesh Choudhary","4","0","36","2","9","9","4","1","3","0"
"63","Sunrisers Hyderabad","SH Johnson","3","0","26","0","8.66","8","5","0","0","0"
"63","Sunrisers Hyderabad","A Kamboj","4","0","46","1","11.5","6","3","3","1","0"
"63","Sunrisers Hyderabad","Noor Ahmad","4","0","40","1","10","7","4","2","0","0"
"63","Sunrisers Hyderabad","AJ Hosein","3","0","21","1","7","7","1","1","1","0"
"63","Sunrisers Hyderabad","S Dube","1","0","12","0","12","1","2","0","1","0"
"64","Lucknow Super Giants","JC Archer","4","0","39","1","9.75","10","6","1","0","0"
"64","Lucknow Super Giants","SS Mishra","4","0","46","0","11.5","11","4","3","6","0"
"64","Lucknow Super Giants","Sandeep Sharma","3","0","43","0","14.33","3","4","3","0","0"
"64","Lucknow Super Giants","Brijesh Sharma","4","0","44","0","11","9","3","3","2","1"
"64","Lucknow Super Giants","Yash Raj Punja","4","0","35","2","8.75","7","2","2","0","0"
"64","Lucknow Super Giants","MD Shanaka","1","0","10","0","10","1","1","0","1","0"
"64","Rajasthan Royals","Akash Singh","3","0","54","1","18","7","8","2","5","0"
"64","Rajasthan Royals","Mohsin Khan","4","0","31","1","7.75","9","3","1","0","0"
"64","Rajasthan Royals","MP Yadav","4","0","50","0","12.5","10","3","5","0","0"
"64","Rajasthan Royals","Prince Yadav","4","0","43","0","10.75","9","2","4","1","0"
"64","Rajasthan Royals","DS Rathi","4","0","38","0","9.5","7","3","2","0","0"
"64","Rajasthan Royals","Shahbaz Ahmed","0.1","0","6","0","36","0","0","1","0","0"
"65","Mumbai Indians","AS Roy","1","0","6","0","6","3","1","0","0","0"
"65","Mumbai Indians","SR Dubey","4","0","34","2","8.5","14","4","2","2","0"
"65","Mumbai Indians","C Green","3","0","23","2","7.66","9","3","1","0","0"
"65","Mumbai Indians","Kartik Tyagi","4","0","37","2","9.25","10","3","2","0","0"
"65","Mumbai Indians","SP Narine","4","0","13","1","3.25","16","0","1","0","0"
"65","Mumbai Indians","CV Varun","4","0","28","0","7","8","0","2","1","0"
"65","Kolkata Knight Riders","DL Chahar","3","0","23","1","7.66","9","4","0","2","0"
"65","Kolkata Knight Riders","JJ Bumrah","4","0","26","1","6.5","11","4","0","1","0"
"65","Kolkata Knight Riders","C Bosch","3","0","30","3","10","7","4","1","0","1"
"65","Kolkata Knight Riders","AM Ghazanfar","4","0","25","1","6.25","8","1","1","0","0"
"65","Kolkata Knight Riders","HH Pandya","2","0","13","0","6.5","7","2","0","1","0"
"65","Kolkata Knight Riders","RS Sharma","2","0","23","0","11.5","1","4","0","0","0"
"65","Kolkata Knight Riders","WG Jacks","0.5","0","7","0","8.4","3","1","0","0","0"
"66","Gujarat Titans","Mukesh Choudhary","4","0","36","1","9","9","3","2","0","0"
"66","Gujarat Titans","SH Johnson","4","0","47","1","11.75","8","6","1","2","1"
"66","Gujarat Titans","Gurjapneet Singh","4","0","31","0","7.75","7","1","1","4","0"
"66","Gujarat Titans","A Kamboj","4","0","56","1","14","5","5","4","1","0"
"66","Gujarat Titans","Noor Ahmad","3","0","41","0","13.66","4","1","4","1","0"
"66","Gujarat Titans","S Dube","1","0","15","0","15","1","3","0","0","0"
"66","Chennai Super Kings","Mohammed Siraj","3","0","26","3","8.66","10","2","2","0","0"
"66","Chennai Super Kings","K Rabada","3.4","0","32","3","8.72","10","4","1","1","0"
"66","Chennai Super Kings","Arshad Khan","2","0","24","0","12","4","3","1","2","0"
"66","Chennai Super Kings","JO Holder","2","0","27","0","13.5","2","2","2","0","0"
"66","Chennai Super Kings","Rashid Khan","2","0","18","3","9","6","0","2","1","0"
"66","Chennai Super Kings","M Prasidh Krishna","1","0","13","0","13","1","1","1","0","0"
"67","Sunrisers Hyderabad","B Kumar","4","0","51","0","12.75","5","6","2","2","0"
"67","Sunrisers Hyderabad","JR Hazlewood","4","0","55","0","13.75","5","3","4","4","0"
"67","Sunrisers Hyderabad","Rasikh Salam","4","0","52","2","13","6","8","1","3","0"
"67","Sunrisers Hyderabad","Suyash Sharma","3","0","36","1","12","6","1","4","1","0"
"67","Sunrisers Hyderabad","R Shepherd","3","0","37","0","12.33","2","2","2","2","0"
"67","Sunrisers Hyderabad","KH Pandya","2","0","24","1","12","5","0","3","1","0"
"67","Royal Challengers Bengaluru","PJ Cummins","4","0","48","0","12","5","6","1","2","1"
"67","Royal Challengers Bengaluru","E Malinga","4","0","33","2","8.25","10","4","1","0","0"
"67","Royal Challengers Bengaluru","Shivang Kumar","2","0","32","0","16","3","2","3","1","0"
"67","Royal Challengers Bengaluru","Sakib Hussain","4","0","31","1","7.75","9","3","1","0","0"
"67","Royal Challengers Bengaluru","HV Patel","4","0","37","0","9.25","3","3","1","0","0"
"67","Royal Challengers Bengaluru","K Nitish Kumar Reddy","1","0","10","0","10","1","1","0","1","0"
"67","Royal Challengers Bengaluru","TM Head","1","0","7","1","7","2","1","0","0","0"
"68","Lucknow Super Giants","Arshdeep Singh","3","0","52","0","17.33","5","8","2","4","0"
"68","Lucknow Super Giants","Azmatullah Omarzai","3","0","29","1","9.66","7","2","2","1","0"
"68","Lucknow Super Giants","M Jansen","4","0","33","2","8.25","11","3","2","1","0"
"68","Lucknow Super Giants","YS Chahal","4","0","25","2","6.25","7","2","0","0","0"
"68","Lucknow Super Giants","V Vyshak","3","0","26","0","8.66","5","2","1","1","0"
"68","Lucknow Super Giants","Shashank Singh","3","0","29","1","9.66","5","3","1","1","0"
"68","Punjab Kings","Mohammed Shami","4","0","45","2","11.25","10","4","3","2","0"
"68","Punjab Kings","Prince Yadav","3","0","32","0","10.66","4","5","0","1","0"
"68","Punjab Kings","Mohsin Khan","4","0","48","0","12","3","5","2","0","0"
"68","Punjab Kings","DS Rathi","3","0","39","0","13","1","5","1","0","0"
"68","Punjab Kings","AS Tendulkar","4","0","36","1","9","6","4","1","0","0"
"69","Rajasthan Royals","DL Chahar","4","0","43","2","10.75","10","1","5","0","0"
"69","Rajasthan Royals","WG Jacks","2","0","12","1","6","7","0","1","2","0"
"69","Rajasthan Royals","AM Ghazanfar","3","0","45","1","15","4","4","3","1","0"
"69","Rajasthan Royals","RS Sharma","3","0","25","0","8.33","5","0","2","0","0"
"69","Rajasthan Royals","SN Thakur","4","0","41","2","10.25","7","3","2","0","2"
"69","Rajasthan Royals","C Bosch","4","0","38","1","9.5","6","2","2","1","0"
"69","Mumbai Indians","JC Archer","4","0","17","3","4.25","13","2","0","0","0"
"69","Mumbai Indians","N Burger","4","0","43","2","10.75","8","3","3","2","0"
"69","Mumbai Indians","Brijesh Sharma","4","0","26","2","6.5","9","3","0","0","1"
"69","Mumbai Indians","RA Jadeja","2","0","24","0","12","2","1","2","0","0"
"69","Mumbai Indians","Yash Raj Punja","4","0","44","2","11","7","0","5","1","0"
"69","Mumbai Indians","MD Shanaka","2","0","21","0","10.5","3","3","0","1","0"
"70","Delhi Capitals","AS Roy","2","0","23","1","11.5","3","4","0","2","0"
"70","Delhi Capitals","SR Dubey","4","0","28","2","7","13","1","2","4","0"
"70","Delhi Capitals","C Green","2","0","21","0","10.5","3","2","1","0","0"
"70","Delhi Capitals","Kartik Tyagi","4","0","55","0","13.75","5","6","3","0","1"
"70","Delhi Capitals","SP Narine","4","0","38","1","9.5","8","2","3","0","0"
"70","Delhi Capitals","CV Varun","4","0","35","1","8.75","8","2","2","2","0"
"70","Kolkata Knight Riders","MA Starc","3","0","26","2","8.66","9","4","1","0","0"
"70","Kolkata Knight Riders","Auqib Nabi","2","0","23","0","11.5","6","2","2","0","0"
"70","Kolkata Knight Riders","L Ngidi","3.4","0","27","3","7.36","10","5","0","0","0"
"70","Kolkata Knight Riders","AR Patel","4","0","38","1","9.5","8","0","4","0","0"
"70","Kolkata Knight Riders","M Tiwari","2","0","20","0","10","3","1","1","3","0"
"70","Kolkata Knight Riders","Kuldeep Yadav","4","0","29","3","7.25","9","3","0","1","0"
"71","Royal Challengers Bengaluru","Mohammed Siraj","3","0","46","0","15.33","4","7","2","0","0"
"71","Royal Challengers Bengaluru","K Rabada","4","0","54","2","13.5","8","6","4","0","0"
"71","Royal Challengers Bengaluru","JO Holder","4","0","39","2","9.75","5","3","1","0","0"
"71","Royal Challengers Bengaluru","Rashid Khan","3","0","29","0","9.66","4","0","3","0","0"
"71","Royal Challengers Bengaluru","M Prasidh Krishna","4","0","53","1","13.25","4","4","3","2","0"
"71","Royal Challengers Bengaluru","K Khejroliya","2","0","31","0","15.5","3","4","1","1","2"
"71","Gujarat Titans","JA Duffy","4","0","39","3","9.75","12","5","2","1","0"
"71","Gujarat Titans","B Kumar","4","0","28","2","7","14","4","1","1","0"
"71","Gujarat Titans","JR Hazlewood","4","0","39","1","9.75","13","6","2","0","0"
"71","Gujarat Titans","Rasikh Salam","3","1","24","2","8","10","2","1","3","1"
"71","Gujarat Titans","KH Pandya","3.3","0","16","2","4.57","12","2","0","1","0"
"71","Gujarat Titans","R Shepherd","1","0","15","0","15","2","2","1","0","0"
"72","Rajasthan Royals","PJ Cummins","4","0","64","0","16","3","4","5","1","0"
"72","Rajasthan Royals","E Malinga","4","0","40","1","10","9","6","1","1","0"
"72","Rajasthan Royals","Sakib Hussain","4","0","52","0","13","7","3","5","0","0"
"72","Rajasthan Royals","PP Hinge","4","0","54","3","13.5","9","5","4","1","1"
"72","Rajasthan Royals","Shivang Kumar","2","0","19","1","9.5","3","0","2","0","0"
"72","Rajasthan Royals","K Nitish Kumar Reddy","2","0","12","1","6","7","2","0","0","0"
"72","Sunrisers Hyderabad","JC Archer","4","0","58","3","14.5","8","8","3","1","0"
"72","Sunrisers Hyderabad","N Burger","3","0","26","2","8.66","10","2","1","2","0"
"72","Sunrisers Hyderabad","Brijesh Sharma","3","0","31","0","10.33","5","3","1","1","1"
"72","Sunrisers Hyderabad","Yash Raj Punja","4","0","39","1","9.75","6","1","3","2","0"
"72","Sunrisers Hyderabad","SS Mishra","2.2","0","21","2","9","5","2","0","3","0"
"72","Sunrisers Hyderabad","RA Jadeja","3","0","21","2","7","5","0","1","2","0"
"73","Rajasthan Royals","Mohammed Siraj","4","0","42","1","10.5","10","5","1","1","0"
"73","Rajasthan Royals","K Rabada","4","0","35","2","8.75","10","3","2","0","0"
"73","Rajasthan Royals","M Prasidh Krishna","4","0","42","1","10.5","8","5","2","0","0"
"73","Rajasthan Royals","Washington Sundar","2","0","23","0","11.5","0","0","2","0","0"
"73","Rajasthan Royals","JO Holder","4","0","27","2","6.75","14","3","1","1","0"
"73","Rajasthan Royals","Rashid Khan","2","0","45","0","22.5","1","1","6","0","0"
"73","Gujarat Titans","JC Archer","4","0","45","1","11.25","6","7","1","1","0"
"73","Gujarat Titans","N Burger","4","0","35","1","8.75","7","3","0","3","0"
"73","Gujarat Titans","Brijesh Sharma","3.4","0","44","1","12","6","6","1","3","0"
"73","Gujarat Titans","TU Deshpande","3","0","34","0","11.33","4","5","1","0","0"
"73","Gujarat Titans","Yash Raj Punja","2","0","29","0","14.5","2","4","1","0","0"
"73","Gujarat Titans","RA Jadeja","2","0","28","0","14","0","2","2","0","0"
"74","Gujarat Titans","JA Duffy","4","0","38","0","9.5","6","4","1","3","0"
"74","Gujarat Titans","B Kumar","4","0","29","2","7.25","11","4","0","0","0"
"74","Gujarat Titans","JR Hazlewood","4","0","37","2","9.25","7","6","0","1","0"
"74","Gujarat Titans","Rasikh Salam","4","0","27","3","6.75","8","1","1","0","0"
"74","Gujarat Titans","KH Pandya","4","0","23","1","5.75","7","0","1","0","0"
"74","Royal Challengers Bengaluru","Mohammed Siraj","4","0","36","1","9","10","3","2","1","0"
"74","Royal Challengers Bengaluru","K Rabada","3","0","44","1","14.66","7","6","3","0","0"
"74","Royal Challengers Bengaluru","JO Holder","2","0","16","0","8","5","3","0","0","0"
"74","Royal Challengers Bengaluru","Rashid Khan","4","0","25","2","6.25","9","1","1","0","0"
"74","Royal Challengers Bengaluru","Arshad Khan","4","0","32","1","8","9","4","1","0","0"
"74","Royal Challengers Bengaluru","M Prasidh Krishna","1","0","7","0","7","3","1","0","0","0"
